sample,turn,side,action,champion,legal_before_search,immediate,continuation,final,components,alternatives
CBLOL-g2,13,RED,BAN,poppy,151,0.5166840157746169,-0.1246692920210164,0.39201472375360047,"{""META_PRIORITY"":0.0875,""OPPONENT_AVAILABLE_VALUE"":22.736428571428572,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":5.0,""OPPONENT_PICK_PROBABILITY"":0.2292433793360687,""OPPONENT_REPLACEMENT_VALUE"":24.643994778067885,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":4.0,""PROTECTION_VALUE"":0.018102368637251814,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":2.1187665259172066}","[{""championId"":""renekton"",""finalSearchScore"":0.4289445905555336},{""championId"":""kaisa"",""finalSearchScore"":0.20853327801868515},{""championId"":""gragas"",""finalSearchScore"":0.09208429198119494}]"
CBLOL-g2,14,BLUE,BAN,leblanc,150,1.1089899230874303,-0.17533326609339628,0.933656656994034,"{""META_PRIORITY"":0.175,""OPPONENT_AVAILABLE_VALUE"":22.59641221374046,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":3.0,""OPPONENT_PICK_PROBABILITY"":0.4422912213740463,""OPPONENT_REPLACEMENT_VALUE"":23.973499999999998,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":4.0,""PROTECTION_VALUE"":0.19987260929597775,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":4.370140701493185}","[{""championId"":""sylas"",""finalSearchScore"":0.9879492587493702},{""championId"":""ahri"",""finalSearchScore"":0.9084343010374528},{""championId"":""thresh"",""finalSearchScore"":0.8958286438878161}]"
CBLOL-g2,15,RED,BAN,aurora,149,0.502309012205199,15.183050054580026,15.685359066785225,"{""META_PRIORITY"":0.1375,""OPPONENT_AVAILABLE_VALUE"":22.8513574938575,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":3.0,""OPPONENT_PICK_PROBABILITY"":0.24073627157896138,""OPPONENT_REPLACEMENT_VALUE"":24.643994778067885,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":2.0,""PROTECTION_VALUE"":0.0,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":1.8240450610259946}","[{""championId"":""renekton"",""finalSearchScore"":15.173480702084843},{""championId"":""kaisa"",""finalSearchScore"":14.741263035419014},{""championId"":""gragas"",""finalSearchScore"":14.626450573856381}]"
CBLOL-g2,16,BLUE,BAN,thresh,148,0.9725669278203001,-4.666708997207294,-3.694142069386994,"{""META_PRIORITY"":0.15,""OPPONENT_AVAILABLE_VALUE"":24.467574257425746,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":1.0,""OPPONENT_PICK_PROBABILITY"":0.5170074257425745,""OPPONENT_REPLACEMENT_VALUE"":25.0975,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":2.0,""PROTECTION_VALUE"":0.32918843926898567,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":3.6190519801980217}","[{""championId"":""sylas"",""finalSearchScore"":-5.819526394344564},{""championId"":""ahri"",""finalSearchScore"":-5.8991097323132085},{""championId"":""locke"",""finalSearchScore"":-6.0352980512338394}]"
CBLOL-g2,17,RED,PICK,orianna,63,31.65668109024396,-39.21159856706733,-7.554917476823366,"{""COMPOSITION_FIT"":4.326250000000009,""COMPOSITION_RESPONSE"":1.3364583333333329,""DENIAL"":0.0,""EARLY_POWER"":2.425,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":3.84,""MATCHUP"":-0.004898064272403246,""META_PRIORITY"":0.25,""MID_POWER"":4.905,""PLAYER_FIT"":16.252825552825552,""RESOURCE_RISK"":0.6200000000000003}","[{""championId"":""tristana"",""finalSearchScore"":-8.733421756916712},{""championId"":""zoe"",""finalSearchScore"":-8.75461288583168},{""championId"":""braum"",""finalSearchScore"":-8.816939290618773}]"
CBLOL-g2,18,BLUE,PICK,galio,72,32.87292904153329,7.958760165672311,40.8316892072056,"{""COMPOSITION_FIT"":5.420000000000002,""COMPOSITION_RESPONSE"":2.0861111111111104,""DENIAL"":3.2273979591836763,""EARLY_POWER"":2.08,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":5.445,""MATCHUP"":0.034105884626583816,""META_PRIORITY"":0.125,""MID_POWER"":4.2700000000000005,""PLAYER_FIT"":14.884000000000004,""RESOURCE_RISK"":0.2549999999999999}","[{""championId"":""sion"",""finalSearchScore"":39.72346047824393},{""championId"":""gragas"",""finalSearchScore"":39.67127336236426},{""championId"":""ornn"",""finalSearchScore"":39.658551314000846}]"
CBLOL-g2,19,BLUE,PICK,xayah,27,31.409177789382255,-20.35534422594849,11.053833563433766,"{""COMPOSITION_FIT"":4.286249999999981,""COMPOSITION_RESPONSE"":-0.17743055555555465,""DENIAL"":0.0,""EARLY_POWER"":1.8600000000000003,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":5.8500000000000005,""MATCHUP"":-0.019814372840324168,""META_PRIORITY"":0.1375,""MID_POWER"":3.8500000000000005,""PLAYER_FIT"":16.523875,""RESOURCE_RISK"":0.36999999999999994}","[{""championId"":""samira"",""finalSearchScore"":10.43344835060902},{""championId"":""seraphine"",""finalSearchScore"":10.276371463511065},{""championId"":""zeri"",""finalSearchScore"":9.481891890381409}]"
CBLOL-g2,20,RED,PICK,neeko,28,30.0225118970913,0.0,30.0225118970913,"{""COMPOSITION_FIT"":3.3125,""COMPOSITION_RESPONSE"":0.22361111111111143,""DENIAL"":0.0,""EARLY_POWER"":2.75,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":3.63,""MATCHUP"":0.011572546932223204,""META_PRIORITY"":0.225,""MID_POWER"":5.04,""PLAYER_FIT"":15.290669856459328,""RESOURCE_RISK"":0.2749999999999999}","[{""championId"":""senna"",""finalSearchScore"":31.029686193510315},{""championId"":""renata-glasc"",""finalSearchScore"":29.252070282902192},{""championId"":""karma"",""finalSearchScore"":29.218240575800117}]"
LCK-g1,1,BLUE,BAN,thresh,173,0.7839220395964213,-0.7460921055101897,0.03782993408623159,"{""META_PRIORITY"":0.15,""OPPONENT_AVAILABLE_VALUE"":26.95123762376238,""OPPONENT_EXPECTED_PICK_VALUE"":0.09765029518293533,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":7.0,""OPPONENT_PICK_PROBABILITY"":0.44208840884088446,""OPPONENT_REPLACEMENT_VALUE"":26.730353535353537,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":6.0,""PROTECTION_VALUE"":0.0,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":2.6813587220674293}","[{""championId"":""camille"",""finalSearchScore"":-0.03205060867640208},{""championId"":""pyke"",""finalSearchScore"":-0.09487630381172724},{""championId"":""vi"",""finalSearchScore"":-0.13518945134873833}]"
LCK-g1,2,RED,BAN,akali,172,1.1195416263696136,0.3854890812511321,1.5050307076207456,"{""META_PRIORITY"":0.175,""OPPONENT_AVAILABLE_VALUE"":26.434599999999996,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.5316696385542168,""OPPONENT_NEXT_PICK_DISTANCE"":5.0,""OPPONENT_PICK_PROBABILITY"":0.5316696385542168,""OPPONENT_REPLACEMENT_VALUE"":26.917903614457828,""OUR_LOST_PICK_OPPORTUNITY"":0.1921400000000025,""OUR_NEXT_PICK_DISTANCE"":6.0,""PROTECTION_VALUE"":0.1976369443330991,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":4.796060486432767}","[{""championId"":""yone"",""finalSearchScore"":1.4846504679468588},{""championId"":""sylas"",""finalSearchScore"":1.310994527722684},{""championId"":""kennen"",""finalSearchScore"":1.2199132122474938}]"
LCK-g1,3,BLUE,BAN,seraphine,171,0.5396022622996149,-0.7460921055101897,-0.20648984321057473,"{""META_PRIORITY"":0.2,""OPPONENT_AVAILABLE_VALUE"":25.745912408759125,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.3215558873405588,""OPPONENT_NEXT_PICK_DISTANCE"":5.0,""OPPONENT_PICK_PROBABILITY"":0.3215558873405588,""OPPONENT_REPLACEMENT_VALUE"":26.730353535353537,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":4.0,""PROTECTION_VALUE"":0.21086179263193325,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":1.1405517070447555}","[{""championId"":""camille"",""finalSearchScore"":-0.2861423259156767},{""championId"":""pyke"",""finalSearchScore"":-0.3710984547165389},{""championId"":""nautilus"",""finalSearchScore"":-0.4093468100714259}]"
LCK-g1,4,RED,BAN,yone,170,1.0786426567981553,0.2954638232493702,1.3741064800475256,"{""META_PRIORITY"":0.1375,""OPPONENT_AVAILABLE_VALUE"":26.616508313539192,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.5498604699081364,""OPPONENT_NEXT_PICK_DISTANCE"":3.0,""OPPONENT_PICK_PROBABILITY"":0.5498604699081364,""OPPONENT_REPLACEMENT_VALUE"":26.917903614457828,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":4.0,""PROTECTION_VALUE"":0.2679129541460797,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":3.8914485003405543}","[{""championId"":""sylas"",""finalSearchScore"":1.2904749482028408},{""championId"":""kennen"",""finalSearchScore"":1.1992671368376375},{""championId"":""azir"",""finalSearchScore"":1.0525508873380098}]"
LCK-g1,5,BLUE,BAN,vi,169,0.313204056385439,18.129313867651398,18.442517924036835,"{""META_PRIORITY"":0.2375,""OPPONENT_AVAILABLE_VALUE"":25.606649484536085,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":3.0,""OPPONENT_PICK_PROBABILITY"":0.3578241321270778,""OPPONENT_REPLACEMENT_VALUE"":26.228408163265307,""OUR_LOST_PICK_OPPORTUNITY"":0.7104742268041264,""OUR_NEXT_PICK_DISTANCE"":2.0,""PROTECTION_VALUE"":0.0,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":3.2204171891437}","[{""championId"":""camille"",""finalSearchScore"":18.50264349150436},{""championId"":""pyke"",""finalSearchScore"":18.4176873627035},{""championId"":""nocturne"",""finalSearchScore"":18.31881910693821}]"
LCK-g1,6,RED,BAN,sylas,168,0.9101741061293042,-6.588037934063529,-5.677863827934225,"{""META_PRIORITY"":0.1625,""OPPONENT_AVAILABLE_VALUE"":26.772199999999998,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":1.0,""OPPONENT_PICK_PROBABILITY"":0.565429638554217,""OPPONENT_REPLACEMENT_VALUE"":26.917903614457828,""OUR_LOST_PICK_OPPORTUNITY"":0.20462000000000113,""OUR_NEXT_PICK_DISTANCE"":2.0,""PROTECTION_VALUE"":0.5367727451500505,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":3.7516914129214496}","[{""championId"":""varus"",""finalSearchScore"":-5.425730084441023},{""championId"":""kennen"",""finalSearchScore"":-5.76989568618507},{""championId"":""azir"",""finalSearchScore"":-5.916795640825802}]"
LCK-g1,7,BLUE,PICK,varus,167,35.64210677710844,-42.77714419703154,-7.135037419923101,"{""COMPOSITION_FIT"":4.918750000000003,""COMPOSITION_RESPONSE"":0.0,""DENIAL"":6.614000000000001,""EARLY_POWER"":2.9,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":3.39,""MATCHUP"":0.0,""META_PRIORITY"":0.25,""MID_POWER"":5.58,""PLAYER_FIT"":19.166024096385545,""RESOURCE_RISK"":0.0}","[{""championId"":""caitlyn"",""finalSearchScore"":-7.860957622404676},{""championId"":""zoe"",""finalSearchScore"":-8.063898022332744},{""championId"":""corki"",""finalSearchScore"":-8.120837361097713}]"
LCK-g1,8,RED,PICK,alistar,166,36.71118623737374,6.016024393310939,42.72721063068468,"{""COMPOSITION_FIT"":4.41,""COMPOSITION_RESPONSE"":3.238194444444444,""DENIAL"":6.07217171717172,""EARLY_POWER"":5.13,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":2.2800000000000002,""MATCHUP"":0.0,""META_PRIORITY"":0.1875,""MID_POWER"":4.2700000000000005,""PLAYER_FIT"":19.10669191919192,""RESOURCE_RISK"":0.0}","[{""championId"":""pyke"",""finalSearchScore"":42.74567091336244},{""championId"":""nautilus"",""finalSearchScore"":42.12827250947256},{""championId"":""rakan"",""finalSearchScore"":41.988024116774625}]"
LCK-g1,9,RED,PICK,wukong,143,34.96464526643991,-44.96268717730573,-9.998041910865823,"{""COMPOSITION_FIT"":5.6525,""COMPOSITION_RESPONSE"":0.02013888888888893,""DENIAL"":6.433571428571433,""EARLY_POWER"":4.680000000000001,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.40800000000000036,""LATE_POWER"":2.4800000000000004,""MATCHUP"":0.0,""META_PRIORITY"":0.2,""MID_POWER"":4.2700000000000005,""PLAYER_FIT"":18.225510204081633,""RESOURCE_RISK"":0.2}","[{""championId"":""jarvan-iv"",""finalSearchScore"":-10.224310827532477},{""championId"":""xin-zhao"",""finalSearchScore"":-10.473010827532491},{""championId"":""nocturne"",""finalSearchScore"":-10.54571112175018}]"
LCK-g1,10,BLUE,PICK,azir,164,36.38726793697106,8.143809508583711,44.53107744555477,"{""COMPOSITION_FIT"":5.34375,""COMPOSITION_RESPONSE"":2.3376736111111125,""DENIAL"":4.279742014742013,""EARLY_POWER"":2.2,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":4.02,""MATCHUP"":0.0,""META_PRIORITY"":0.2125,""MID_POWER"":4.905,""PLAYER_FIT"":19.560810810810807,""RESOURCE_RISK"":0.0}","[{""championId"":""caitlyn"",""finalSearchScore"":44.06345657743173},{""championId"":""lissandra"",""finalSearchScore"":43.61157690331551},{""championId"":""corki"",""finalSearchScore"":43.31274833363192}]"
LCK-g1,11,BLUE,PICK,caitlyn,141,36.099255907960206,-25.189221795335357,10.91003411262485,"{""COMPOSITION_FIT"":5.262500000000003,""COMPOSITION_RESPONSE"":0.7270833333333329,""DENIAL"":6.619427860696522,""EARLY_POWER"":3.025,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":3.36,""MATCHUP"":0.0,""META_PRIORITY"":0.175,""MID_POWER"":5.67,""PLAYER_FIT"":18.819776119402988,""RESOURCE_RISK"":0.0}","[{""championId"":""ashe"",""finalSearchScore"":10.275402027507258},{""championId"":""jhin"",""finalSearchScore"":9.968137120099854},{""championId"":""jayce"",""finalSearchScore"":9.827438338209518}]"
LCK-g1,12,RED,PICK,gragas,103,33.71265947194913,0.09752264845762498,33.81018212040676,"{""COMPOSITION_FIT"":4.867500000000007,""COMPOSITION_RESPONSE"":1.746296296296297,""DENIAL"":0.0,""EARLY_POWER"":4.995,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":2.42,""MATCHUP"":0.05343454927110969,""META_PRIORITY"":0.1375,""MID_POWER"":4.2,""PLAYER_FIT"":17.351790633608815,""RESOURCE_RISK"":0.15}","[{""championId"":""galio"",""finalSearchScore"":34.994085470382956},{""championId"":""lissandra"",""finalSearchScore"":34.402721470195004},{""championId"":""ahri"",""finalSearchScore"":33.06528246580681}]"
LCK-g1,13,RED,BAN,xin-zhao,161,0.6673791680279587,-0.22623422951776245,0.44114493851019626,"{""META_PRIORITY"":0.225,""OPPONENT_AVAILABLE_VALUE"":26.254821428571432,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":5.0,""OPPONENT_PICK_PROBABILITY"":0.3646014321972441,""OPPONENT_REPLACEMENT_VALUE"":26.80880710659899,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":4.0,""PROTECTION_VALUE"":0.14321666949046077,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":1.997070835904102}","[{""championId"":""nocturne"",""finalSearchScore"":0.4965043128810148},{""championId"":""jarvan-iv"",""finalSearchScore"":0.4758208006131876},{""championId"":""khazix"",""finalSearchScore"":0.4266486426359809}]"
LCK-g1,14,BLUE,BAN,galio,160,0.7660795347475615,-0.08198630244210592,0.6840932323054556,"{""META_PRIORITY"":0.175,""OPPONENT_AVAILABLE_VALUE"":25.244482288828337,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":3.0,""OPPONENT_PICK_PROBABILITY"":0.48281082430268074,""OPPONENT_REPLACEMENT_VALUE"":26.21637404580153,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":4.0,""PROTECTION_VALUE"":0.0,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":2.955397673737808}","[{""championId"":""leblanc"",""finalSearchScore"":0.7912829956929994},{""championId"":""lissandra"",""finalSearchScore"":0.5222507737895205},{""championId"":""mel"",""finalSearchScore"":0.43238985778894734}]"
LCK-g1,15,RED,BAN,nocturne,159,0.7421160371138735,15.867292480580112,16.609408517693986,"{""META_PRIORITY"":0.2375,""OPPONENT_AVAILABLE_VALUE"":26.012083333333337,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":3.0,""OPPONENT_PICK_PROBABILITY"":0.3403276226734346,""OPPONENT_REPLACEMENT_VALUE"":26.80880710659899,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":2.0,""PROTECTION_VALUE"":0.0,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":2.523080185569367}","[{""championId"":""jarvan-iv"",""finalSearchScore"":16.563693043915023},{""championId"":""khazix"",""finalSearchScore"":16.517219538971094},{""championId"":""pantheon"",""finalSearchScore"":16.46081312817728}]"
LCK-g1,16,BLUE,BAN,leblanc,158,0.8718797822344108,-5.92381179916746,-5.0519320169330495,"{""META_PRIORITY"":0.175,""OPPONENT_AVAILABLE_VALUE"":26.21637404580153,""OPPONENT_EXPECTED_PICK_VALUE"":0.2614569157365334,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":1.0,""OPPONENT_PICK_PROBABILITY"":0.6220326664255391,""OPPONENT_REPLACEMENT_VALUE"":25.79604738154614,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":2.0,""PROTECTION_VALUE"":0.0,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":2.1771143324893867}","[{""championId"":""lissandra"",""finalSearchScore"":-5.260323413652835},{""championId"":""mel"",""finalSearchScore"":-5.299784720556772},{""championId"":""orianna"",""finalSearchScore"":-5.331627453076081}]"
LCK-g1,17,RED,PICK,lissandra,60,34.28122134480639,-39.97539123180799,-5.6941698870016,"{""COMPOSITION_FIT"":4.8899999999999935,""COMPOSITION_RESPONSE"":2.165740740740741,""DENIAL"":0.0,""EARLY_POWER"":3.885,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":3.0,""MATCHUP"":-0.03461804970057081,""META_PRIORITY"":0.15,""MID_POWER"":4.720000000000001,""PLAYER_FIT"":17.832004830917878,""RESOURCE_RISK"":0.18000000000000008}","[{""championId"":""annie"",""finalSearchScore"":-7.060492523055991},{""championId"":""morgana"",""finalSearchScore"":-7.507041594932296},{""championId"":""twisted-fate"",""finalSearchScore"":-7.512768657533883}]"
LCK-g1,18,BLUE,PICK,fiddlesticks,75,33.29992370298052,5.82102287837472,39.12094658135524,"{""COMPOSITION_FIT"":5.019999999999996,""COMPOSITION_RESPONSE"":1.0517361111111097,""DENIAL"":0.0,""EARLY_POWER"":2.6,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.5125000000000004,""LATE_POWER"":3.75,""MATCHUP"":-0.02644332898480961,""META_PRIORITY"":0.075,""MID_POWER"":5.085000000000001,""PLAYER_FIT"":17.19907834101382,""RESOURCE_RISK"":0.10499999999999998}","[{""championId"":""karthus"",""finalSearchScore"":38.58745555099236},{""championId"":""neeko"",""finalSearchScore"":37.72429455947689},{""championId"":""jayce"",""finalSearchScore"":37.43776524968824}]"
LCK-g1,19,BLUE,PICK,karma,31,31.2539661507365,-25.000292634727312,6.2536735160091865,"{""COMPOSITION_FIT"":1.6237500000000011,""COMPOSITION_RESPONSE"":0.4322048611111118,""DENIAL"":0.0,""EARLY_POWER"":3.0,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":3.42,""MATCHUP"":0.045211375372725016,""META_PRIORITY"":0.225,""MID_POWER"":5.22,""PLAYER_FIT"":17.588687150837984,""RESOURCE_RISK"":0.0}","[{""championId"":""neeko"",""finalSearchScore"":8.084753997742666},{""championId"":""leona"",""finalSearchScore"":5.849217042389899},{""championId"":""renata-glasc"",""finalSearchScore"":5.668702135162537}]"
LCK-g1,20,RED,PICK,ashe,28,33.81012865934348,0.0,33.81012865934348,"{""COMPOSITION_FIT"":5.439999999999998,""COMPOSITION_RESPONSE"":0.1231944444444455,""DENIAL"":0.0,""EARLY_POWER"":3.6399999999999997,""FLEXIBILITY"":4.0,""FUTURE_FEASIBILITY"":10.0,""JUNGLE_CLEAR"":0.0,""LATE_POWER"":3.0,""MATCHUP"":0.012857663452798818,""META_PRIORITY"":0.2,""MID_POWER"":4.36,""PLAYER_FIT"":18.749125,""RESOURCE_RISK"":0.0}","[{""championId"":""kalista"",""finalSearchScore"":33.64503076403689},{""championId"":""jhin"",""finalSearchScore"":32.56687287497007},{""championId"":""xayah"",""finalSearchScore"":32.20259052282535}]"
LCK-g2,1,BLUE,BAN,thresh,163,0.853195962269155,-0.5703864139501733,0.28280954831898164,"{""META_PRIORITY"":0.15,""OPPONENT_AVAILABLE_VALUE"":26.95123762376238,""OPPONENT_EXPECTED_PICK_VALUE"":0.10405752823262888,""OPPONENT_FLEX_VALUE"":0.0,""OPPONENT_NEXT_PICK_DISTANCE"":7.0,""OPPONENT_PICK_PROBABILITY"":0.443464671467147,""OPPONENT_REPLACEMENT_VALUE"":26.71659090909091,""OUR_LOST_PICK_OPPORTUNITY"":0.11025742574257436,""OUR_NEXT_PICK_DISTANCE"":6.0,""PROTECTION_VALUE"":0.4232509389129588,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":2.801845464783489}","[{""championId"":""seraphine"",""finalSearchScore"":0.16980850374352335},{""championId"":""camille"",""finalSearchScore"":0.04001867259720543},{""championId"":""mel"",""finalSearchScore"":-0.07244180415334156}]"
LCK-g2,2,RED,BAN,yone,162,1.1832101263399075,-0.05974793064085637,1.1234621956990511,"{""META_PRIORITY"":0.1375,""OPPONENT_AVAILABLE_VALUE"":26.616508313539192,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.5498604699081364,""OPPONENT_NEXT_PICK_DISTANCE"":5.0,""OPPONENT_PICK_PROBABILITY"":0.5498604699081364,""OPPONENT_REPLACEMENT_VALUE"":26.917903614457828,""OUR_LOST_PICK_OPPORTUNITY"":0.0,""OUR_NEXT_PICK_DISTANCE"":6.0,""PROTECTION_VALUE"":0.2781810133355622,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":4.398883759265091}","[{""championId"":""akali"",""finalSearchScore"":1.0689909825589075},{""championId"":""kennen"",""finalSearchScore"":0.86487806281993},{""championId"":""vi"",""finalSearchScore"":0.8050536998624195}]"
LCK-g2,3,BLUE,BAN,mel,161,0.2849807285585039,-0.36761414079789534,-0.08263341223939141,"{""META_PRIORITY"":0.2,""OPPONENT_AVAILABLE_VALUE"":25.89680190930788,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.33870375114021173,""OPPONENT_NEXT_PICK_DISTANCE"":5.0,""OPPONENT_PICK_PROBABILITY"":0.33870375114021173,""OPPONENT_REPLACEMENT_VALUE"":26.70976439790576,""OUR_LOST_PICK_OPPORTUNITY"":0.27598062953995284,""OUR_NEXT_PICK_DISTANCE"":4.0,""PROTECTION_VALUE"":0.0,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":1.274798347597172}","[{""championId"":""seraphine"",""finalSearchScore"":0.1845614604099542},{""championId"":""camille"",""finalSearchScore"":-0.11431260535134513},{""championId"":""pyke"",""finalSearchScore"":-0.2912324011811305}]"
LCK-g2,4,RED,BAN,akali,160,1.0572741038487208,-0.23658151322343474,0.820692590625286,"{""META_PRIORITY"":0.175,""OPPONENT_AVAILABLE_VALUE"":26.434599999999996,""OPPONENT_EXPECTED_PICK_VALUE"":0.0,""OPPONENT_FLEX_VALUE"":0.5316696385542168,""OPPONENT_NEXT_PICK_DISTANCE"":3.0,""OPPONENT_PICK_PROBABILITY"":0.5316696385542168,""OPPONENT_REPLACEMENT_VALUE"":26.917903614457828,""OUR_LOST_PICK_OPPORTUNITY"":0.11739000000000122,""OUR_NEXT_PICK_DISTANCE"":4.0,""PROTECTION_VALUE"":0.22504699292152686,""ROLE_POOL_COMPRESSION"":0.0,""THREAT_TO_OUR_PLAN_PORTFOLIO"":4.144607800945655}","[{""championId"":""kennen"",""finalSearchScore"":0.798693132866402},{""championId"":""vi"",""finalSearchScore"":0.7384271160602451},{""championId"":""anivia"",""finalSearchScore"":0.6734286078940223}]"
